Id,SeriousDlqin2yrs,probability
113,0,0.95764
114,1,0.60759
115,0,0.89342
116,0,0.98854
117,0,0.96966
118,0,0.83767
119,0,0.94064
120,0,0.98894
121,0,0.96908
122,0,0.95329
123,0,0.95479
124,1,0.63222
125,0,0.89056
126,0,0.99249
127,0,0.98956
128,0,0.96806
129,0,0.96447
130,0,0.92535
131,0,0.97754
132,0,0.89346
133,0,0.98586
134,0,0.89671
135,0,0.91027
136,0,0.9902
137,0,0.82988
138,0,0.88852
139,0,0.99147
140,0,0.93491
141,0,0.99118
142,0,0.97196
143,0,0.97498
144,0,0.95388
145,0,0.53476
146,0,0.9361
147,0,0.98779
148,0,0.79312
149,0,0.97213
150,0,0.96068
151,0,0.98637
152,0,0.97387
153,0,0.98056
154,0,0.95445
155,0,0.96638
156,0,0.93528
157,0,0.88476
158,0,0.97738
159,0,0.85135
160,0,0.9167
161,0,0.98861
162,0,0.92575
163,0,0.90216
164,0,0.87596
165,0,0.9433
166,0,0.92298
167,1,0.62725
168,0,0.86659
169,0,0.77816
170,0,0.97612
171,0,0.99171
172,0,0.96101
173,0,0.95785
174,0,0.89746
175,0,0.95871
176,0,0.75069
177,0,0.96731
178,0,0.96756
179,0,0.93887
180,0,0.98456
181,0,0.86681
182,0,0.97316
183,0,0.95812
184,0,0.9853
185,0,0.92971
186,0,0.9786
187,0,0.97447
188,0,0.93997
189,0,0.95593
190,0,0.96636
191,0,0.96455
192,0,0.93728
193,0,0.94104
194,0,0.93674
195,0,0.9533
196,0,0.89607
197,0,0.97048
198,0,0.98754
199,0,0.98081
200,0,0.98839
201,0,0.83128
202,0,0.95453
203,0,0.63678
204,0,0.97525
205,0,0.901
206,0,0.97702
207,0,0.93204
208,0,0.95881
209,0,0.93105
210,0,0.98887
211,0,0.86297
212,0,0.91523
213,0,0.97847
214,0,0.98001
215,0,0.90169
216,0,0.89427
217,0,0.97983
218,0,0.89499
219,0,0.96281
220,0,0.99102
221,0,0.96289
222,0,0.98812
223,0,0.97702
224,0,0.93759
225,0,0.98765
226,0,0.93968
227,0,0.96847
228,0,0.93835
229,0,0.89196
230,1,0.62106
231,0,0.53778
232,0,0.9825
233,0,0.98637
234,0,0.98341
235,0,0.97495
236,0,0.51613
237,0,0.94372
238,0,0.99018
239,0,0.95207
240,0,0.95413
241,0,0.91818
242,0,0.97416
243,0,0.97635
244,0,0.94153
245,0,0.88165
246,0,0.98512
247,0,0.96692
248,0,0.97201
249,0,0.98093
250,0,0.55159
251,0,0.99127
252,0,0.67073
253,0,0.96499
254,0,0.92487
255,0,0.99007
256,0,0.93982
257,0,0.85657
258,0,0.75603
259,0,0.92244
260,0,0.8001
261,0,0.96506
262,0,0.89321
263,0,0.99221
264,0,0.95078
265,0,0.95179
266,0,0.97062
267,0,0.87154
268,0,0.94229
269,0,0.75635
270,0,0.98245
271,0,0.97919
272,0,0.96879
273,0,0.9898
274,0,0.98836
275,0,0.98156
276,0,0.946
277,0,0.96154
278,0,0.98331
279,0,0.93379
280,0,0.93642
281,1,0.6704
282,0,0.94305
283,0,0.88916
284,0,0.97909
285,0,0.9813
286,0,0.91289
287,0,0.90076
288,0,0.92091
289,0,0.85147
290,0,0.93631
291,1,0.50692
292,0,0.99051
293,0,0.9174
294,0,0.96825
295,0,0.99158
296,0,0.93127
297,0,0.98693
298,0,0.96105
299,0,0.97647
300,0,0.98692
301,0,0.89518
302,0,0.98722
303,0,0.98177
304,0,0.98881
305,1,0.58126
306,0,0.97608
307,0,0.98949
308,0,0.62705
309,0,0.61732
310,0,0.96397
311,1,0.64155
312,0,0.98871
313,0,0.52604
314,0,0.94798
315,0,0.86878
316,0,0.74371
317,1,0.56251
318,0,0.97916
319,0,0.84345
320,0,0.93524
321,0,0.95043
322,0,0.96378
323,0,0.93247
324,0,0.94063
325,0,0.90525
326,0,0.98791
327,0,0.97623
328,0,0.98015
329,0,0.94258
330,0,0.99266
331,0,0.95752
332,0,0.97076
333,0,0.95987
334,0,0.97633
335,0,0.95186
336,0,0.93585
337,0,0.95572
338,0,0.79809
339,0,0.93795
340,0,0.94162
341,0,0.98747
342,0,0.97386
343,0,0.95159
344,0,0.96676
345,0,0.95491
346,0,0.98966
347,1,0.62276
348,0,0.91397
349,0,0.96557
350,0,0.92278
351,0,0.93059
352,0,0.94179
353,0,0.98638
354,0,0.8963
355,0,0.97013
356,0,0.9858
357,1,0.67077
358,0,0.98628
359,0,0.87036
360,0,0.80844
361,0,0.89959
362,0,0.94743
363,0,0.97788
364,0,0.96102
365,0,0.87149
366,0,0.85844
367,0,0.92276
368,0,0.96372
369,0,0.98009
370,0,0.61922
371,0,0.96269
372,0,0.84432
373,0,0.96132
374,0,0.92123
375,0,0.97153
376,0,0.99217
377,0,0.93227
378,0,0.98351
379,0,0.96577
380,0,0.97629
381,0,0.95638
382,0,0.98984
383,0,0.98575
384,0,0.63624
385,0,0.98248
386,0,0.97679
387,0,0.98606
388,0,0.94384
389,0,0.96173
390,0,0.97979
391,0,0.98357
392,0,0.98377
393,0,0.98495
394,0,0.86233
395,0,0.98725
396,0,0.9899
397,0,0.96672
398,0,0.91798
399,0,0.92514
400,0,0.92434
401,0,0.98672
402,0,0.99209
403,0,0.97024
404,0,0.96862
405,1,0.7343
406,1,0.65232
407,0,0.98267
408,0,0.94591
409,0,0.95707
410,0,0.9028
411,0,0.9191
412,0,0.95183
413,0,0.87469
414,0,0.97249
415,0,0.97846
416,0,0.74354
417,0,0.81184
418,0,0.80393
419,0,0.98801
420,0,0.94459
421,0,0.9855
422,0,0.94865
423,0,0.94489
424,0,0.98159
425,0,0.9854
426,0,0.99437
427,0,0.94563
428,0,0.97688
429,0,0.88613
430,0,0.97657
431,0,0.64456
432,0,0.97305
433,0,0.96842
434,0,0.97306
435,0,0.95407
436,0,0.9351
437,0,0.80128
438,0,0.80167
439,0,0.98657
440,0,0.90063
441,0,0.88485
442,0,0.92879
443,0,0.88486
444,0,0.99853
445,0,0.72066
446,0,0.75704
447,0,0.99206
448,0,0.90348
449,0,0.92539
450,0,0.99244
451,0,0.89785
452,0,0.97194
453,0,0.87538
454,0,0.93738
455,0,0.85096
456,0,0.92615
457,0,0.89203
458,0,0.88669
459,0,0.89372
460,0,0.95867
461,0,0.95091
462,0,0.88007
463,0,0.9822
464,0,0.93748
465,0,0.94442
466,0,0.98212
467,0,0.98726
468,0,0.9465
469,0,0.98585
470,0,0.6005
471,0,0.99111
472,0,0.98731
473,0,0.65262
474,0,0.76286
475,0,0.92573
476,0,0.98826
477,0,0.9635
478,0,0.96709
479,0,0.97245
480,0,0.98631
481,0,0.96024
482,0,0.99325
483,0,0.9643
484,0,0.81781
485,0,0.98374
486,0,0.6255
487,0,0.97227
488,0,0.93474
489,0,0.97976
490,0,0.97477
491,0,0.99206
492,0,0.96516
493,1,0.50325
494,0,0.9089
495,0,0.52707
496,0,0.95162
497,0,0.96229
498,0,0.96195
499,0,0.87443
500,0,0.92199
501,0,0.9454
502,0,0.97632
503,0,0.93803
504,0,0.97865
505,0,0.97498
506,0,0.84606
507,0,0.89577
508,0,0.98891
509,0,0.98629
510,0,0.97019
511,0,0.96371
512,1,0.52308
513,0,0.96123
514,0,0.85573
515,0,0.95477
516,0,0.72621
517,0,0.98166
518,0,0.983
519,0,0.98269
520,0,0.97366
521,0,0.98351
522,0,0.95592
523,0,0.81619
524,0,0.96195
525,0,0.96755
526,1,0.56418
527,0,0.9207
528,0,0.96181
529,0,0.81831
530,0,0.94862
531,0,0.98083
532,0,0.99234
533,0,0.96597
534,0,0.97787
535,0,0.96833
536,0,0.96376
537,0,0.99426
538,0,0.90964
539,0,0.96856
540,0,0.9845
541,0,0.97914
542,0,0.98081
543,0,0.97179
544,0,0.79751
545,0,0.93684
546,0,0.99056
547,0,0.92179
548,0,0.95716
549,0,0.98936
550,0,0.69245
551,0,0.80979
552,0,0.72485
553,0,0.96561
554,0,0.97999
555,0,0.76473
556,0,0.9465
557,0,0.87755
558,0,0.94608
559,0,0.88082
560,0,0.98501
561,0,0.98742
562,0,0.95485
563,0,0.81644
564,0,0.95741
565,0,0.84727
566,0,0.98415
567,0,0.98662
568,0,0.98205
569,1,0.62581
570,0,0.97858
571,0,0.6214
572,0,0.91873
573,0,0.93592
574,0,0.92211
575,0,0.89515
576,0,0.98004
577,0,0.96904
578,0,0.93798
579,0,0.78935
580,0,0.95294
581,0,0.95936
582,0,0.9841
583,0,0.98933
584,0,0.86897
585,0,0.92315
586,0,0.99072
587,0,0.96909
588,0,0.8644
589,0,0.9524
590,0,0.98561
591,0,0.87156
592,0,0.9412
593,0,0.97276
594,0,0.99047
595,0,0.87565
596,0,0.88426
597,0,0.91134
598,0,0.95644
599,0,0.9505
600,0,0.98773
601,0,0.97427
602,0,0.94015
603,0,0.97256
604,0,0.9723
605,0,0.85661
606,0,0.91373
607,0,0.90492
608,0,0.98695
609,0,0.51756
610,0,0.96774
611,0,0.92611
612,0,0.97891
613,0,0.9533
614,0,0.95818
615,0,0.96729
616,0,0.98623
617,0,0.92901
618,0,0.96041
619,0,0.98178
620,0,0.91716
621,0,0.98031
622,0,0.94621
623,0,0.98478
624,0,0.98495
625,0,0.94935
626,1,0.59551
627,0,0.8646
628,0,0.92292
629,0,0.9763
630,0,0.80713
631,0,0.98701
632,0,0.90085
633,0,0.9946
634,0,0.94855
635,0,0.87289
636,0,0.99719
637,0,0.98854
638,0,0.97006
639,0,0.93832
640,0,0.98879
641,0,0.98503
642,0,0.55037
643,0,0.76181
644,1,0.64287
645,0,0.92124
646,0,0.57612
647,0,0.99364
648,0,0.95227
649,0,0.98998
650,0,0.96332
651,0,0.52426
652,0,0.92959
653,0,0.8712
654,0,0.5173
655,0,0.9707
656,0,0.98238
657,0,0.98609
658,0,0.97428
659,0,0.85314
660,0,0.81183
661,0,0.92191
662,0,0.66809
663,0,0.78693
664,0,0.74103
665,1,0.61792
666,0,0.98145
667,0,0.94509
668,0,0.81322
669,1,0.55447
670,0,0.97705
671,0,0.99616
672,0,0.91956
673,0,0.97899
674,0,0.97054
675,0,0.57634
676,0,0.92719
677,0,0.98026
678,0,0.97634
679,0,0.9422
680,0,0.78157
681,0,0.81081
682,0,0.94912
683,0,0.96363
684,0,0.97654
685,0,0.73044
686,0,0.98972
687,0,0.99075
688,0,0.99331
689,0,0.80141
690,0,0.94189
691,0,0.96389
692,1,0.61088
693,0,0.97122
694,0,0.94195
695,0,0.97326
696,0,0.9712
697,0,0.99059
698,0,0.95011
699,0,0.59857
700,0,0.97294
701,0,0.99145
702,0,0.54586
703,0,0.89728
704,0,0.83739
705,0,0.95304
706,0,0.94708
707,0,0.85989
708,0,0.9825
709,0,0.9895
710,0,0.9849
711,0,0.95989
712,0,0.80186
713,0,0.9764
714,0,0.97248
715,0,0.97301
716,1,0.59787
717,0,0.98447
718,0,0.93005
719,0,0.98354
720,0,0.98399
721,0,0.96275
722,0,0.92794
723,0,0.93522
724,0,0.90032
725,0,0.74706
726,0,0.88084
727,0,0.97341
728,0,0.91914
729,0,0.9489
730,1,0.61531
731,0,0.98113
732,0,0.94765
733,0,0.99016
734,0,0.96427
735,0,0.91226
736,0,0.94404
737,0,0.92813
738,0,0.63104
739,0,0.94679
740,0,0.98324
741,0,0.95165
742,0,0.95656
743,0,0.92693
744,0,0.9109
745,0,0.95817
746,0,0.88566
747,0,0.98699
748,0,0.93686
749,0,0.93865
750,0,0.90954
751,0,0.88048
752,0,0.99162
753,0,0.98895
754,0,0.98692
755,0,0.91787
756,0,0.9705
757,0,0.95761
758,0,0.98151
759,0,0.97242
760,0,0.97792
761,0,0.986
762,0,0.94917
763,0,0.96173
764,0,0.98241
765,0,0.95317
766,0,0.82435
767,0,0.98554
768,0,0.92502
769,0,0.9702
770,0,0.92212
771,0,0.98442
772,0,0.82489
773,0,0.75482
774,0,0.96353
775,0,0.95456
776,0,0.89966
777,0,0.83191
778,0,0.98135
779,0,0.96015
780,1,0.53242
781,0,0.95555
782,0,0.89369
783,0,0.97149
784,0,0.9207
785,0,0.95815
786,0,0.90565
787,0,0.94302
788,0,0.95777
789,0,0.95069
790,0,0.70899
791,0,0.95527
792,1,0.58237
793,1,0.56646
794,0,0.96972
795,0,0.56585
796,0,0.98953
797,0,0.94139
798,0,0.98306
799,1,0.54165
800,0,0.91494
801,0,0.95613
802,0,0.95132
803,0,0.88256
804,0,0.96737
805,0,0.66641
806,0,0.97673
807,0,0.98707
808,0,0.83375
809,0,0.88575
810,0,0.95447
811,0,0.94714
812,0,0.97959
813,0,0.94896
814,0,0.95804
815,0,0.81658
816,0,0.96199
817,0,0.98897
818,0,0.97922
819,0,0.99235
820,0,0.9407
821,0,0.97729
822,0,0.73923
823,0,0.96872
824,0,0.91207
825,0,0.97077
826,0,0.97401
827,0,0.96014
828,0,0.97919
829,0,0.98241
830,0,0.95373
831,0,0.69049
832,0,0.92299
833,0,0.8316
834,0,0.98205
835,0,0.86108
836,0,0.93814
837,0,0.87949
838,0,0.90316
839,0,0.81459
840,0,0.68322
841,0,0.84214
842,0,0.9562
843,0,0.80423
844,0,0.93119
845,1,0.63488
846,1,0.66348
847,0,0.98491
848,0,0.96034
849,0,0.79292
850,0,0.97707
851,0,0.96436
852,0,0.99343
853,0,0.81656
854,0,0.92451
855,0,0.99226
856,0,0.92166
857,0,0.94504
858,0,0.96527
859,0,0.988
860,0,0.97441
861,0,0.57815
862,0,0.9713
863,0,0.92168
864,0,0.92012
865,0,0.96675
866,0,0.97375
867,0,0.9878
868,0,0.93989
869,0,0.78496
870,0,0.99244
871,0,0.98616
872,0,0.96104
873,0,0.98539
874,0,0.99142
875,0,0.98758
876,0,0.90354
877,0,0.97286
878,0,0.94448
879,0,0.99032
880,0,0.9605
881,0,0.96295
882,0,0.77435
883,0,0.81882
884,0,0.94872
885,0,0.99666
886,0,0.96275
887,0,0.90475
888,0,0.50435
889,0,0.9895
890,0,0.93357
891,0,0.99261
892,0,0.97011
893,1,0.65448
894,1,0.69525
895,0,0.95911
896,0,0.91694
897,0,0.9607
898,0,0.98394
899,0,0.98121
900,0,0.99018
901,0,0.88462
902,0,0.93375
903,0,0.98725
904,0,0.98418
905,0,0.98603
906,0,0.9546
907,0,0.66224
908,0,0.91312
909,0,0.87709
910,0,0.96688
911,0,0.99556
912,0,0.956
913,0,0.98779
914,0,0.92977
915,0,0.83787
916,0,0.86064
917,0,0.8864
918,0,0.97793
919,0,0.9694
920,0,0.94917
921,0,0.78773
922,0,0.84405
923,0,0.91591
924,0,0.97693
925,0,0.97469
926,0,0.77707
927,0,0.90172
928,0,0.94856
929,0,0.95264
930,1,0.50947
931,1,0.52129
932,0,0.94501
933,0,0.87703
934,0,0.98816
935,0,0.97125
936,0,0.98932
937,0,0.97744
938,0,0.95017
939,0,0.93842
940,0,0.98645
941,0,0.88372
942,0,0.99578
943,0,0.90987
944,0,0.79291
945,0,0.95685
946,0,0.94901
947,0,0.94234
948,0,0.94694
949,0,0.94434
950,0,0.96514
951,0,0.98726
952,0,0.71572
953,0,0.97241
954,0,0.98866
955,0,0.8392
956,0,0.96605
957,0,0.95346
958,0,0.97121
959,0,0.97888
960,0,0.98608
961,0,0.98411
962,0,0.94307
963,0,0.98998
964,0,0.9631
965,0,0.95844
966,0,0.95767
967,0,0.89618
968,0,0.97731
969,0,0.66492
970,0,0.77643
971,0,0.95248
972,1,0.59612
973,0,0.91642
974,0,0.91731
975,0,0.97966
976,0,0.99886
977,0,0.91175
978,0,0.96975
979,0,0.94326
980,1,0.6695
981,0,0.98655
982,0,0.98815
983,0,0.97483
984,0,0.97793
985,0,0.88651
986,0,0.56552
987,0,0.98269
988,0,0.9706
989,0,0.96579
990,0,0.95895
991,0,0.97776
992,0,0.98608
993,0,0.96584
994,0,0.91279
995,0,0.98471
996,1,0.56954
997,0,0.98257
998,0,0.78177
999,0,0.96603
1000,0,0.98097
1001,0,0.98842
1002,0,0.91178
1003,0,0.93416
1004,0,0.87775
1005,0,0.93819
1006,0,0.95525
1007,0,0.90533
1008,0,0.98552
1009,0,0.83191
1010,0,0.98128
1011,0,0.97787
1012,0,0.93683
1013,0,0.98266
1014,0,0.90537
1015,0,0.98053
1016,0,0.81203
1017,0,0.99597
1018,0,0.74722
1019,0,0.9684
1020,0,0.99278
1021,0,0.91908
1022,0,0.90796
1023,0,0.90149
1024,0,0.90469
1025,0,0.99247
1026,0,0.94288
1027,0,0.91764
1028,0,0.97259
1029,0,0.9959
1030,0,0.96979
1031,0,0.9433
1032,0,0.90343
1033,0,0.99013
1034,0,0.97976
1035,0,0.98906
1036,0,0.96024
1037,0,0.97363
1038,0,0.99455
1039,0,0.98968
1040,0,0.99319
1041,0,0.85719
1042,0,0.63195
1043,0,0.93499
1044,0,0.91055
1045,0,0.94491
1046,0,0.9534
1047,0,0.96325
1048,0,0.97342
1049,0,0.92515
1050,0,0.95648
1051,0,0.9809
1052,0,0.87075
1053,0,0.81664
1054,0,0.98392
1055,0,0.89344
1056,0,0.98924
1057,0,0.97405
1058,0,0.88655
1059,0,0.88299
1060,0,0.94873
1061,0,0.96443
1062,0,0.91767
1063,0,0.96269
1064,0,0.95953
1065,0,0.91278
1066,0,0.95674
1067,0,0.89715
1068,0,0.98646
1069,0,0.94247
1070,0,0.9883
1071,0,0.90473
1072,0,0.94478
1073,1,0.51506
1074,0,0.93242
1075,0,0.95943
1076,0,0.76884
1077,0,0.9705
1078,0,0.97182
1079,0,0.76179
1080,0,0.95827
1081,0,0.95302
1082,0,0.82305
1083,0,0.9527
1084,0,0.94314
1085,0,0.8802
1086,0,0.96829
1087,0,0.9634
1088,0,0.74281
1089,1,0.52249
1090,0,0.98804
1091,0,0.97322
1092,0,0.96857
1093,0,0.95108
1094,0,0.98067
1095,0,0.86081
1096,0,0.83255
1097,0,0.98745
1098,0,0.91638
1099,0,0.78076
1100,0,0.92753
1101,0,0.96293
1102,0,0.92578
1103,0,0.87193
1104,0,0.9761
1105,0,0.92592
1106,0,0.87116
1107,0,0.88399
1108,0,0.8586
1109,0,0.85895
1110,0,0.97083
1111,0,0.88635
1112,0,0.95063
1113,0,0.96291
1114,0,0.96057
1115,0,0.96216
1116,0,0.87725
1117,0,0.91822
1118,0,0.618
1119,0,0.88062
1120,0,0.97643
1121,0,0.93939
1122,0,0.98562
1123,0,0.92113
1124,0,0.72221
1125,0,0.988
1126,0,0.8215
1127,0,0.94367
1128,0,0.60422
1129,0,0.9862
1130,0,0.94708
1131,0,0.94897
1132,0,0.67559
1133,0,1
1134,0,0.84676
1135,0,0.86041
1136,0,0.9723
1137,0,0.97521
1138,0,0.96385
1139,0,0.98121
1140,0,0.90644
1141,0,0.85641
1142,0,0.9035
1143,0,0.74944
1144,1,0.58049
1145,0,0.91837
1146,0,0.96752
1147,0,0.8707
1148,0,0.96197
1149,0,0.95987
1150,0,0.96656
1151,0,0.98108
1152,0,0.90896
1153,0,0.96226
1154,0,0.96814
1155,0,0.77747
1156,0,0.91318
1157,1,0.6205
1158,1,0.63232
1159,0,0.8732
1160,0,0.95908
1161,0,0.67923
1162,0,0.93304
1163,0,0.96598
1164,0,0.94106
1165,0,0.926
1166,0,0.95301
1167,0,0.82871
1168,0,0.98809
1169,0,0.96553
1170,0,0.92612
1171,1,0.60986
1172,0,0.94737
1173,0,0.96749
1174,0,0.95861
1175,0,0.93357
1176,0,0.50205
1177,0,0.66232
1178,0,0.79143
1179,0,0.97629
1180,0,0.86952
1181,1,0.59196
1182,0,0.91375
1183,0,0.9285
1184,0,0.73354
1185,0,0.95053
1186,0,0.87533
1187,0,0.93565
1188,1,0.66685
1189,0,0.92656
1190,0,0.98381
1191,1,0.64827
1192,0,0.96927
1193,1,0.57663
1194,0,0.96216
1195,0,0.81873
1196,0,0.99368
1197,0,0.96932
1198,0,0.98441
1199,0,0.8631
1200,0,0.84365
1201,0,0.96595
1202,0,0.97372
1203,0,0.98394
1204,0,0.98642
1205,0,0.97253
1206,0,0.97885
1207,1,0.63564
1208,0,0.85062
1209,0,0.8361
1210,0,0.96961
1211,0,0.88003
1212,0,0.84933
1213,0,0.98467
1214,0,0.96763
1215,1,0.71963
1216,0,0.96999
1217,0,0.91961
1218,0,0.98611
1219,0,0.95699
1220,0,0.98513
1221,0,0.89349
1222,0,0.86941
1223,0,0.76615
1224,0,0.98967
1225,0,0.75794
1226,0,0.98858
1227,0,0.9845
1228,0,0.94502
1229,1,0.56704
1230,1,0.68719
1231,0,0.98059
1232,0,0.63247
1233,0,0.97253
1234,1,0.72605
1235,1,0.7309
1236,0,0.98845
1237,0,0.90001
1238,1,0.63756
1239,0,0.83364
1240,0,0.92984
1241,0,0.98584
1242,0,0.95867
1243,0,0.96403
1244,0,0.96977
1245,0,0.95045
1246,0,0.75486
1247,0,0.89774
1248,0,0.98843
1249,0,0.85373
1250,0,0.9698
1251,0,0.53065
1252,0,0.92529
1253,0,0.96794
1254,0,0.8221
1255,0,0.77671
1256,0,0.87262
1257,0,0.96878
1258,0,0.94946
1259,0,0.91587
1260,0,0.54118
1261,0,0.97114
1262,0,0.9546
1263,0,0.89434
1264,0,0.95582
1265,0,0.98975
1266,0,0.94036
1267,0,0.8849
1268,0,0.83113
1269,0,0.97426
1270,0,0.97028
1271,0,0.99307
1272,0,0.82129
1273,0,0.76937
1274,0,0.84735
1275,0,0.66707
1276,1,0.64717
1277,0,0.93502
1278,1,0.52953
1279,0,0.95318
1280,0,0.98832
1281,0,0.5488
1282,0,0.9918
1283,0,0.85988
1284,0,0.87102
1285,0,0.98762
1286,0,0.99342
1287,0,0.98465
1288,0,0.87909
1289,0,0.98574
1290,0,0.91866
1291,0,0.96081
1292,0,0.9003
1293,0,0.97397
1294,1,0.70152
1295,0,0.96319
1296,0,0.98771
1297,0,0.94607
1298,0,0.99709
1299,0,0.99111
1300,0,0.87448
1301,0,0.97522
1302,0,0.95836
1303,0,0.69682
1304,0,0.81623
1305,0,0.97716
1306,0,0.9902
1307,0,0.96124
1308,0,0.9819
1309,0,0.97254
1310,0,0.88766
1311,0,0.98101
1312,0,0.9879
1313,0,0.81805
1314,0,0.91478
1315,0,0.916
1316,0,0.97072
1317,1,0.64648
1318,0,0.96103
1319,0,0.98144
1320,0,0.97234
1321,0,0.98455
1322,0,0.95634
1323,0,0.95606
1324,0,0.81456
1325,0,0.88442
1326,0,0.97872
1327,0,0.9584
1328,0,0.94602
1329,0,0.87161
1330,0,0.97503
1331,0,0.78539
1332,0,0.99642
1333,0,0.77519
1334,0,0.96689
1335,0,0.91539
1336,0,0.89256
1337,0,0.92683
1338,0,0.79583
1339,1,0.51928
1340,0,0.92885
1341,0,0.98728
1342,0,0.9785
1343,0,0.91267
1344,0,0.95882
1345,0,0.9321
1346,0,0.96656
1347,0,0.92108
1348,0,0.75586
1349,0,0.65424
1350,0,0.85992
1351,0,0.94169
1352,0,0.96356
1353,0,0.98955
1354,0,0.8941
1355,0,0.97975
1356,0,0.93463
1357,0,0.87234
1358,0,0.97337
1359,0,0.96855
1360,0,0.99582
1361,0,0.9267
1362,0,0.98515
1363,0,0.99196
1364,0,0.96426
1365,0,0.9306
1366,0,0.95228
1367,0,0.98964
1368,0,0.82044
1369,1,0.51909
1370,0,0.99204
1371,0,0.94607
1372,0,0.94273
1373,0,0.89693
1374,0,0.94117
1375,0,0.93728
1376,0,0.94756
1377,0,0.68294
1378,0,0.96143
1379,0,0.98832
1380,0,0.9918
1381,0,0.74916
1382,0,0.85496
1383,0,0.96828
1384,0,0.9361
1385,0,0.95306
1386,0,0.9784
1387,0,0.91556
1388,0,0.77611
1389,0,0.94421
1390,0,0.94106
1391,0,0.95817
1392,0,0.90876
1393,0,0.94729
1394,0,0.88006
1395,0,0.90626
1396,0,0.95434
1397,0,0.96238
1398,0,0.96128
1399,0,0.81427
1400,0,0.81969
1401,0,0.92472
1402,0,0.96531
1403,0,0.96437
1404,0,0.88754
1405,0,0.95735
1406,0,0.95736
1407,0,0.71946
1408,0,0.94308
1409,0,0.9671
1410,0,0.97998
1411,0,0.92843
1412,0,0.98874
1413,0,0.93405
1414,0,0.90266
1415,0,0.9907
1416,0,0.86752
1417,0,0.78567
1418,0,0.99133
1419,1,0.54729
1420,0,0.96896
1421,0,0.95893
1422,0,0.90494
1423,0,0.99426
1424,0,0.92929
1425,0,0.98369
1426,0,0.96502
1427,0,0.95383
1428,0,0.97374
1429,0,0.83695
1430,0,0.96445
1431,0,0.85848
1432,0,0.97805
1433,0,0.93239
1434,0,0.99251
1435,0,0.95573
1436,1,0.6197
1437,0,0.92365
1438,0,0.97836
1439,0,0.96662
1440,0,0.59747
1441,0,0.98482
1442,0,0.88494
1443,0,0.99087
1444,0,0.96709
1445,0,0.92513
1446,1,0.50501
1447,0,0.84922
1448,0,0.98345
1449,0,0.98921
1450,0,0.95943
1451,0,0.84234
1452,0,0.91876
1453,0,0.97886
1454,0,0.98059
1455,0,0.90824
1456,0,0.72617
1457,0,0.91741
1458,0,0.97968
1459,0,0.98362
1460,0,0.93397
1461,0,0.90686
1462,0,0.93583
1463,0,0.81943
1464,0,0.95116
1465,0,0.95437
1466,0,0.98228
1467,0,0.88731
1468,0,0.98602
1469,0,0.75229
1470,0,0.95285
1471,0,0.67701
1472,0,0.94328
1473,0,0.87642
1474,0,0.96177
1475,1,0.51359
1476,0,0.77663
1477,0,0.93568
1478,0,0.99038
1479,0,0.82423
1480,0,0.982
1481,0,0.98338
1482,0,0.9265
1483,0,0.98671
1484,0,0.99254
1485,1,0.57448
1486,1,0.59297
1487,0,0.92814
1488,0,0.98203
1489,0,0.92021
1490,0,0.9457
1491,0,0.96119
1492,0,0.87243
1493,0,0.97821
1494,0,0.90829
1495,0,0.79109
1496,0,0.97507
1497,0,0.95409
