Id,Probability
296,0.01627
297,0.00721
298,0.0256
299,0.00661
300,0.00616
301,0.0956
302,0.00736
303,0.0139
304,0.0079
305,0.35525
306,0.02844
307,0.00428
308,0.52057
309,0.29586
310,0.00857
311,0.41765
312,0.014
313,0.30376
314,0.03458
315,0.04661
316,0.06301
317,0.38454
318,0.0055
319,0.00848
320,0.07861
321,0.07894
322,0.01156
323,0.01047
324,0.00838
325,0.10102
326,0.0104
327,0.01699
328,0.00652
329,0.01742
330,0.00552
331,0.01329
332,0.01497
333,0.01049
334,0.03161
335,0.04507
336,0.04117
337,0.01433
338,0.2986
339,0.01861
340,0.01102
341,0.00465
342,0.01173
343,0.0139
344,0.04127
345,0.02148
346,0.02035
347,0.37901
348,0.06264
349,0.01302
350,0.0075
351,0.10352
352,0.04609
353,0.00395
354,0.09691
355,0.00769
356,0.00382
357,0.5398
358,0.00463
359,0.02779
360,0.16531
361,0.01903
362,0.0078
363,0.00452
364,0.01149
365,0.17163
366,0.10841
367,0.02217
368,0.08531
369,0.01053
370,0.33106
371,0.0083
372,0.09381
373,0.00736
374,0.01057
375,0.00854
376,0.0055
377,0.01729
378,0.0066
379,0.01249
380,0.01196
381,0.00918
382,0.0198
383,0.0393
384,0.14999
385,0.0064
386,0.00612
387,0.00449
388,0.01118
389,0.03373
390,0.01187
391,0.00478
392,0.00643
393,0.01254
394,0.10333
395,0.01012
396,0.00391
397,0.04194
398,0.09957
399,0.03264
400,0.02041
401,0.00723
402,0.00426
403,0.01843
404,0.00468
405,0.76479
406,0.51218
407,0.02504
408,0.03661
409,0.023
410,0.01724
411,0.02215
412,0.03973
413,0.10091
414,0.00975
415,0.00579
416,0.2771
417,0.12862
418,0.0415
419,0.00752
420,0.01321
421,0.00905
422,0.00709
423,0.02658
424,0.00466
425,0.00468
426,0.00694
427,0.02453
428,0.01427
429,0.09343
430,0.0087
431,0.30207
432,0.00727
433,0.01186
434,0.00932
435,0.02998
436,0.02726
437,0.05829
438,0.12268
439,0.00756
440,0.02287
441,0.01391
442,0.03146
443,0.06504
444,0.00766
445,0.05398
446,0.14392
447,0.00848
448,0.12476
449,0.03131
450,0.00799
451,0.03694
452,0.00502
453,0.08171
454,0.00979
455,0.05341
456,0.0204
457,0.06646
458,0.00846
459,0.07503
460,0.00841
461,0.01612
462,0.06146
463,0.00854
464,0.06722
465,0.05116
466,0.00467
467,0.00853
468,0.01602
469,0.00656
470,0.21612
471,0.00408
472,0.0081
473,0.35258
474,0.05039
475,0.01288
476,0.00876
477,0.00501
478,0.00795
479,0.04558
480,0.01138
481,0.04261
482,0.00448
483,0.04761
484,0.06294
485,0.00444
486,0.28713
487,0.03059
488,0.07782
489,0.10817
490,0.03173
491,0.01017
492,0.02768
493,0.42068
494,0.01211
495,0.28981
496,0.00864
497,0.01429
498,0.00886
499,0.06409
500,0.00952
501,0.01168
502,0.01169
503,0.02778
504,0.01201
505,0.00599
506,0.16037
507,0.05356
508,0.00478
509,0.00457
510,0.01401
511,0.00932
512,0.23767
513,0.05117
514,0.02842
515,0.01742
516,0.22904
517,0.00569
518,0.01339
519,0.00498
520,0.00932
521,0.00432
522,0.00846
523,0.12069
524,0.03329
525,0.04463
526,0.49124
527,0.12045
528,0.00819
529,0.17975
530,0.01007
531,0.00502
532,0.00425
533,0.01242
534,0.00429
535,0.00731
536,0.00647
537,0.01003
538,0.0601
539,0.02192
540,0.00748
541,0.01038
542,0.02811
543,0.04883
544,0.11312
545,0.01531
546,0.00944
547,0.04876
548,0.00712
549,0.00462
550,0.17779
551,0.2672
552,0.19993
553,0.00871
554,0.00595
555,0.09429
556,0.01213
557,0.02035
558,0.0289
559,0.10528
560,0.05746
561,0.00715
562,0.00704
563,0.08417
564,0.04454
565,0.07048
566,0.01068
567,0.00392
568,0.02577
569,0.35937
570,0.04793
571,0.10654
572,0.02546
573,0.01224
574,0.05662
575,0.06703
576,0.00488
577,0.05938
578,0.00904
579,0.12113
580,0.00755
581,0.00624
582,0.01532
583,0.00495
584,0.02158
585,0.04194
586,0.01026
587,0.01267
588,0.06305
589,0.01294
590,0.01394
591,0.10899
592,0.01273
593,0.0184
594,0.01118
595,0.19405
596,0.02252
597,0.01172
598,0.01864
599,0.03879
600,0.01136
601,0.00768
602,0.03577
603,0.00817
604,0.00782
605,0.10216
606,0.00751
607,0.11929
608,0.03053
609,0.32572
610,0.02559
611,0.0506
612,0.00458
613,0.00749
614,0.02444
615,0.01571
616,0.00855
617,0.10286
618,0.00744
619,0.01667
620,0.01436
621,0.0048
622,0.05339
623,0.01675
624,0.03011
625,0.07298
626,0.46466
627,0.11446
628,0.011
629,0.00712
630,0.10558
631,0.00932
632,0.01771
633,0.00521
634,0.04575
635,0.09985
636,0.00481
637,0.00572
638,0.02126
639,0.09662
640,0.00575
641,0.00577
642,0.27078
643,0.12687
644,0.46448
645,0.08007
646,0.25352
647,0.00965
648,0.11638
649,0.00756
650,0.01462
651,0.35895
652,0.01542
653,0.04844
654,0.37329
655,0.00805
656,0.02234
657,0.00973
658,0.00636
659,0.08438
660,0.14405
661,0.03187
662,0.16519
663,0.17069
664,0.11019
665,0.41513
666,0.00442
667,0.01377
668,0.08457
669,0.3506
670,0.03498
671,0.00785
672,0.08443
673,0.0436
674,0.00479
675,0.31612
676,0.14225
677,0.02449
678,0.03126
679,0.03328
680,0.15702
681,0.07035
682,0.00964
683,0.05079
684,0.01472
685,0.13416
686,0.00466
687,0.00629
688,0.00386
689,0.10153
690,0.0201
691,0.04043
692,0.38816
693,0.0284
694,0.03303
695,0.0423
696,0.01965
697,0.00396
698,0.02787
699,0.21977
700,0.01123
701,0.00731
702,0.23305
703,0.06116
704,0.56461
705,0.01795
706,0.00955
707,0.02818
708,0.01333
709,0.01721
710,0.00681
711,0.03721
712,0.14126
713,0.00945
714,0.00731
715,0.01177
716,0.49492
717,0.00658
718,0.04318
719,0.02297
720,0.00411
721,0.00743
722,0.01938
723,0.07375
724,0.00729
725,0.27242
726,0.02161
727,0.00821
728,0.05495
729,0.06538
730,0.43892
731,0.01527
732,0.03602
733,0.00462
734,0.00824
735,0.13333
736,0.02947
737,0.03644
738,0.14078
739,0.00715
740,0.00613
741,0.01147
742,0.01287
743,0.0549
744,0.0196
745,0.01241
746,0.06233
747,0.00703
748,0.02843
749,0.03517
750,0.08584
751,0.16053
752,0.00593
753,0.01692
754,0.00451
755,0.02414
756,0.01202
757,0.03971
758,0.01338
759,0.00628
760,0.01039
761,0.00893
762,0.0419
763,0.05773
764,0.00771
765,0.02507
766,0.07548
767,0.006
768,0.05625
769,0.01641
770,0.1042
771,0.01063
772,0.18956
773,0.07328
774,0.00859
775,0.03547
776,0.00916
777,0.0926
778,0.00843
779,0.01102
780,0.35859
781,0.12466
782,0.05472
783,0.01154
784,0.08359
785,0.01454
786,0.09553
787,0.03477
788,0.01841
789,0.14009
790,0.1474
791,0.01343
792,0.34618
793,0.24109
794,0.01844
795,0.34902
796,0.00521
797,0.09057
798,0.01641
799,0.29582
800,0.02038
801,0.01207
802,0.0097
803,0.06217
804,0.00995
805,0.2922
806,0.01677
807,0.00606
808,0.07559
809,0.03359
810,0.05742
811,0.07833
812,0.05163
813,0.0259
814,0.00978
815,0.11046
816,0.03768
817,0.00467
818,0.01585
819,0.0054
820,0.05663
821,0.01333
822,0.25494
823,0.00515
824,0.01579
825,0.00969
826,0.01761
827,0.0301
828,0.01848
829,0.01511
830,0.01555
831,0.10068
832,0.02652
833,0.12524
834,0.0074
835,0.05504
836,0.01695
837,0.14185
838,0.01304
839,0.08501
840,0.36872
841,0.14965
842,0.05567
843,0.10953
844,0.05815
845,0.64256
846,0.59179
847,0.00978
848,0.00826
849,0.20823
850,0.01678
851,0.04145
852,0.00961
853,0.08917
854,0.01888
855,0.00412
856,0.04282
857,0.02598
858,0.02972
859,0.00444
860,0.06866
861,0.2573
862,0.0047
863,0.0097
864,0.01609
865,0.01042
866,0.01174
867,0.00754
868,0.09617
869,0.05452
870,0.006
871,0.01183
872,0.03128
873,0.00606
874,0.00466
875,0.00589
876,0.03094
877,0.00933
878,0.01992
879,0.00381
880,0.0227
881,0.0112
882,0.05881
883,0.10808
884,0.04527
885,0.00488
886,0.00967
887,0.10896
888,0.47292
889,0.03548
890,0.08038
891,0.00965
892,0.01105
893,0.50296
894,0.64699
895,0.02444
896,0.01759
897,0.00906
898,0.00395
899,0.01655
900,0.00535
901,0.04082
902,0.03255
903,0.01333
904,0.00625
905,0.00726
906,0.01477
907,0.11735
908,0.15907
909,0.06386
910,0.01751
911,0.02241
912,0.0483
913,0.00481
914,0.00967
915,0.0707
916,0.02023
917,0.02048
918,0.00573
919,0.02774
920,0.0252
921,0.05229
922,0.08474
923,0.17035
924,0.02449
925,0.00767
926,0.06073
927,0.06452
928,0.02273
929,0.05189
930,0.26297
931,0.29659
932,0.01235
933,0.01942
934,0.03296
935,0.00513
936,0.00449
937,0.00882
938,0.01389
939,0.0332
940,0.00454
941,0.08926
942,0.00479
943,0.08114
944,0.16391
945,0.01494
946,0.0131
947,0.05495
948,0.0125
949,0.00935
950,0.00916
951,0.00455
952,0.12466
953,0.07168
954,0.00711
955,0.15474
956,0.03823
957,0.00923
958,0.03054
959,0.01199
960,0.00801
961,0.0079
962,0.01028
963,0.00514
964,0.01353
965,0.02139
966,0.03868
967,0.05353
968,0.04245
969,0.24489
970,0.19078
971,0.00833
972,0.28497
973,0.01313
974,0.09056
975,0.0071
976,0.0846
977,0.07911
978,0.03457
979,0.04246
980,0.48661
981,0.00484
982,0.00737
983,0.00911
984,0.00713
985,0.02889
986,0.24406
987,0.00625
988,0.01227
989,0.01865
990,0.01109
991,0.01599
992,0.00459
993,0.00623
994,0.05962
995,0.00501
996,0.44752
997,0.00679
998,0.02764
999,0.01764
1000,0.00961
1001,0.00449
1002,0.06992
1003,0.01924
1004,0.01567
1005,0.04638
1006,0.00895
1007,0.04829
1008,0.00701
1009,0.00874
1010,0.00763
1011,0.01514
1012,0.01353
1013,0.01517
1014,0.09408
1015,0.01006
1016,0.12072
1017,0.00552
1018,0.27685
1019,0.02313
1020,0.00459
1021,0.01463
1022,0.04004
1023,0.01447
1024,0.25658
1025,0.01482
1026,0.00937
1027,0.01822
1028,0.01615
1029,0.00485
1030,0.00714
1031,0.00869
1032,0.04437
1033,0.01311
1034,0.02741
1035,0.00564
1036,0.01109
1037,0.00957
1038,0.00723
1039,0.01034
1040,0.0049
1041,0.07411
1042,0.29446
1043,0.01239
1044,0.03764
1045,0.02331
1046,0.009
1047,0.00714
1048,0.02424
1049,0.0113
1050,0.00816
1051,0.01621
1052,0.0564
1053,0.13838
1054,0.0048
1055,0.06268
1056,0.00444
1057,0.00475
1058,0.02061
1059,0.09243
1060,0.04882
1061,0.11606
1062,0.0454
1063,0.01446
1064,0.0095
1065,0.09638
1066,0.02804
1067,0.03937
1068,0.00549
1069,0.01314
1070,0.01303
1071,0.00795
1072,0.07036
1073,0.35759
1074,0.0132
1075,0.01922
1076,0.06874
1077,0.0426
1078,0.00707
1079,0.15359
1080,0.03586
1081,0.02998
1082,0.1542
1083,0.02495
1084,0.0444
1085,0.01911
1086,0.00495
1087,0.02597
1088,0.09113
1089,0.31024
1090,0.00955
1091,0.00811
1092,0.00727
1093,0.09295
1094,0.01211
1095,0.13251
1096,0.0724
1097,0.0466
1098,0.09595
1099,0.11303
1100,0.04215
1101,0.0163
1102,0.01041
1103,0.02821
1104,0.00468
1105,0.0287
1106,0.03664
1107,0.0186
1108,0.14729
1109,0.1046
1110,0.0159
1111,0.01309
1112,0.00701
1113,0.01612
1114,0.03586
1115,0.0113
1116,0.01633
1117,0.06326
1118,0.22528
1119,0.01156
1120,0.02411
1121,0.04395
1122,0.0067
1123,0.0204
1124,0.15309
1125,0.02377
1126,0.13923
1127,0.01104
1128,0.30822
1129,0.01649
1130,0.02022
1131,0.01009
1132,0.59575
1133,0.06902
1134,0.10264
1135,0.24143
1136,0.03495
1137,0.00733
1138,0.00885
1139,0.02403
1140,0.00834
1141,0.02023
1142,0.00861
1143,0.1289
1144,0.26947
1145,0.04073
1146,0.03134
1147,0.07873
1148,0.01987
1149,0.04111
1150,0.00982
1151,0.01718
1152,0.08462
1153,0.00456
1154,0.01643
1155,0.16499
1156,0.00909
1157,0.53796
1158,0.53554
1159,0.03151
1160,0.00773
1161,0.30698
1162,0.0519
1163,0.02619
1164,0.0407
1165,0.1092
1166,0.01023
1167,0.52085
1168,0.00987
1169,0.03439
1170,0.01988
1171,0.37259
1172,0.01902
1173,0.02867
1174,0.01197
1175,0.05628
1176,0.44726
1177,0.60916
1178,0.24643
1179,0.04512
1180,0.10123
1181,0.43871
1182,0.0329
1183,0.06212
1184,0.25687
1185,0.02351
1186,0.07585
1187,0.08416
1188,0.56949
1189,0.07077
1190,0.00764
1191,0.55159
1192,0.00505
1193,0.43766
1194,0.03079
1195,0.10786
1196,0.00622
1197,0.0048
1198,0.00693
1199,0.09644
1200,0.03876
1201,0.03639
1202,0.00484
1203,0.00435
1204,0.00451
1205,0.01232
1206,0.00535
1207,0.5276
1208,0.04338
1209,0.09128
1210,0.01637
1211,0.05514
1212,0.12367
1213,0.00393
1214,0.00457
1215,0.71184
1216,0.01509
1217,0.06496
1218,0.00476
1219,0.12254
1220,0.01454
1221,0.05123
1222,0.07803
1223,0.17561
1224,0.00596
1225,0.05366
1226,0.01517
1227,0.0084
1228,0.07227
1229,0.44495
1230,0.59911
1231,0.02331
1232,0.12455
1233,0.02056
1234,0.76777
1235,0.74963
1236,0.00644
1237,0.06967
1238,0.52588
1239,0.06018
1240,0.01533
1241,0.00679
1242,0.03146
1243,0.00747
1244,0.02889
1245,0.04687
1246,0.12809
1247,0.02037
1248,0.00526
1249,0.09698
1250,0.00935
1251,0.18119
1252,0.13715
1253,0.00735
1254,0.10872
1255,0.04047
1256,0.04696
1257,0.03059
1258,0.01296
1259,0.00855
1260,0.20808
1261,0.01985
1262,0.12512
1263,0.09429
1264,0.01792
1265,0.00454
1266,0.03326
1267,0.07563
1268,0.0973
1269,0.03152
1270,0.03475
1271,0.00734
1272,0.21646
1273,0.12093
1274,0.12731
1275,0.14446
1276,0.50647
1277,0.0188
1278,0.29705
1279,0.02463
1280,0.00782
1281,0.28844
1282,0.00844
1283,0.05923
1284,0.05585
1285,0.00572
1286,0.00909
1287,0.01947
1288,0.12341
1289,0.01538
1290,0.03736
1291,0.02251
1292,0.12505
1293,0.04182
1294,0.68671
1295,0.03799
1296,0.00773
1297,0.04253
1298,0.00395
1299,0.00493
1300,0.08758
1301,0.01618
1302,0.03502
1303,0.11827
1304,0.06703
1305,0.00629
1306,0.00611
1307,0.09329
1308,0.00462
1309,0.02307
1310,0.12865
1311,0.00366
1312,0.01056
1313,0.1321
1314,0.01339
1315,0.0456
1316,0.01791
1317,0.45895
1318,0.00982
1319,0.00823
1320,0.00739
1321,0.00464
1322,0.02609
1323,0.07308
1324,0.03329
1325,0.03726
1326,0.01443
1327,0.03458
1328,0.03372
1329,0.17946
1330,0.02199
1331,0.03892
1332,0.00741
1333,0.05171
1334,0.01424
1335,0.08974
1336,0.06909
1337,0.00902
1338,0.04922
1339,0.29368
1340,0.03459
1341,0.00947
1342,0.02177
1343,0.00811
1344,0.01861
1345,0.0126
1346,0.01059
1347,0.06173
1348,0.09127
1349,0.27354
1350,0.00971
1351,0.04243
1352,0.03183
1353,0.00501
1354,0.01435
1355,0.05785
1356,0.01209
1357,0.0528
1358,0.00914
1359,0.02545
1360,0.00623
1361,0.20022
1362,0.00755
1363,0.00705
1364,0.01911
1365,0.06492
1366,0.00789
1367,0.00524
1368,0.19573
1369,0.56851
1370,0.00704
1371,0.09372
1372,0.01147
1373,0.01244
1374,0.06244
1375,0.10339
1376,0.0151
1377,0.31651
1378,0.01258
1379,0.01492
1380,0.00443
1381,0.14482
1382,0.06247
1383,0.03934
1384,0.00778
1385,0.01616
1386,0.0065
1387,0.0417
1388,0.13217
1389,0.0428
1390,0.03206
1391,0.01925
1392,0.01522
1393,0.0306
1394,0.12381
1395,0.06037
1396,0.0321
1397,0.02954
1398,0.01619
1399,0.24049
1400,0.08942
1401,0.01227
1402,0.00825
1403,0.01053
1404,0.06491
1405,0.00893
1406,0.00749
1407,0.05304
1408,0.03818
1409,0.02173
1410,0.00866
1411,0.0093
1412,0.00878
1413,0.01653
1414,0.01376
1415,0.01198
1416,0.00972
1417,0.06511
1418,0.00567
1419,0.47583
1420,0.02738
1421,0.04962
1422,0.09765
1423,0.0036
1424,0.05784
1425,0.00871
1426,0.00705
1427,0.01292
1428,0.01219
1429,0.03458
1430,0.01232
1431,0.1246
1432,0.00889
1433,0.01736
1434,0.00672
1435,0.01114
1436,0.35103
1437,0.01531
1438,0.00473
1439,0.00919
1440,0.36269
1441,0.01086
1442,0.00928
1443,0.00408
1444,0.01427
1445,0.00679
1446,0.342
1447,0.08741
1448,0.01287
1449,0.00526
1450,0.00486
1451,0.10293
1452,0.01086
1453,0.00902
1454,0.00646
1455,0.03811
1456,0.33435
1457,0.01787
1458,0.00737
1459,0.00995
1460,0.02273
1461,0.01694
1462,0.01343
1463,0.17028
1464,0.0057
1465,0.01054
1466,0.01483
1467,0.05951
1468,0.00449
1469,0.21789
1470,0.00704
1471,0.1558
1472,0.03589
1473,0.01031
1474,0.02731
1475,0.32285
1476,0.18449
1477,0.04113
1478,0.00626
1479,0.07131
1480,0.01686
1481,0.0088
1482,0.06353
1483,0.00451
1484,0.0118
1485,0.3002
1486,0.39372
1487,0.05037
1488,0.01402
1489,0.07255
1490,0.01292
1491,0.04306
1492,0.04156
1493,0.01095
1494,0.03825
1495,0.23355
1496,0.01034
1497,0.00842
1498,0.09532
1499,0.01899
1500,0.01852
1501,0.16265
1502,0.0397
1503,0.12309
1504,0.07631
1505,0.00462
1506,0.12094
1507,0.02159
1508,0.04456
1509,0.02378
1510,0.01308
1511,0.0046
1512,0.01728
1513,0.01195
1514,0.02485
1515,0.00832
1516,0.00599
1517,0.18271
1518,0.08273
1519,0.01572
1520,0.04605
1521,0.03493
1522,0.03471
1523,0.02874
1524,0.00416
1525,0.05272
1526,0.22281
1527,0.11941
1528,0.04181
1529,0.03666
1530,0.02499
1531,0.01174
1532,0.03607
1533,0.17037
1534,0.05524
1535,0.00714
1536,0.01685
1537,0.2684
1538,0.00937
1539,0.00546
1540,0.00579
1541,0.22141
1542,0.00857
1543,0.03388
1544,0.03387
1545,0.00566
1546,0.00739
1547,0.09835
1548,0.05545
1549,0.10992
1550,0.0127
1551,0.01802
1552,0.02012
1553,0.08481
1554,0.02008
1555,0.56101
1556,0.01179
1557,0.00463
1558,0.50566
1559,0.07238
1560,0.23611
1561,0.01064
1562,0.00832
1563,0.09674
1564,0.00777
1565,0.02844
1566,0.01353
1567,0.00665
1568,0.00437
1569,0.02752
1570,0.39979
1571,0.01563
1572,0.03017
1573,0.06064
1574,0.0047
1575,0.01538
1576,0.03094
1577,0.00735
1578,0.01411
1579,0.00937
1580,0.00912
1581,0.00765
1582,0.00818
1583,0.00504
1584,0.00468
1585,0.0133
1586,0.15959
1587,0.13305
1588,0.22435
1589,0.00681
1590,0.00689
1591,0.03853
1592,0.00595
1593,0.00601
1594,0.25844
1595,0.12907
1596,0.01735
1597,0.0072
1598,0.01119
1599,0.02732
1600,0.00517
1601,0.00681
1602,0.00674
1603,0.06402
1604,0.00797
1605,0.01219
1606,0.05484
1607,0.02403
1608,0.05663
1609,0.02238
1610,0.00787
1611,0.02432
1612,0.10437
1613,0.02736
1614,0.09182
1615,0.00489
1616,0.70264
1617,0.63712
1618,0.01929
1619,0.10374
1620,0.43253
1621,0.42836
1622,0.04062
1623,0.57327
1624,0.04024
1625,0.00435
1626,0.00557
1627,0.01416
1628,0.0076
1629,0.01021
1630,0.013
1631,0.00744
1632,0.46458
1633,0.2021
1634,0.02035
1635,0.00768
1636,0.05438
1637,0.01467
1638,0.01325
1639,0.00728
1640,0.05743
1641,0.00739
1642,0.00636
1643,0.01251
1644,0.01091
1645,0.00778
1646,0.00667
1647,0.52057
1648,0.05782
1649,0.01938
1650,0.0563
1651,0.44165
1652,0.00606
1653,0.01259
1654,0.14873
1655,0.0094
1656,0.00485
1657,0.00614
1658,0.02175
1659,0.03154
1660,0.43705
1661,0.03797
1662,0.15071
1663,0.00766
1664,0.05173
1665,0.02727
1666,0.01023
1667,0.01253
1668,0.18486
1669,0.00718
1670,0.00461
1671,0.00609
1672,0.01623
1673,0.01236
1674,0.31061
1675,0.0047
1676,0.05184
1677,0.00655
1678,0.34439
1679,0.01516
1680,0.00615
1681,0.47584
1682,0.05691
1683,0.01423
1684,0.01886
1685,0.00681
1686,0.02751
1687,0.01157
1688,0.03863
1689,0.12066
1690,0.20175
1691,0.05328
1692,0.00814
1693,0.20558
1694,0.06054
1695,0.27881
1696,0.03769
1697,0.01938
1698,0.02623
1699,0.3195
1700,0.06576
1701,0.01159
1702,0.02892
1703,0.00649
1704,0.11141
1705,0.00926
1706,0.01818
1707,0.07283
1708,0.01182
1709,0.00783
1710,0.05703
1711,0.05455
1712,0.00875
1713,0.13839
1714,0.0085
1715,0.00423
1716,0.0073
1717,0.06323
1718,0.39346
1719,0.0063
1720,0.00618
1721,0.14519
1722,0.01307
1723,0.0345
1724,0.00474
1725,0.02962
1726,0.02245
1727,0.0299
1728,0.29374
1729,0.00431
1730,0.00504
1731,0.03021
1732,0.0257
1733,0.03347
1734,0.01194
1735,0.2124
1736,0.29544
1737,0.0241
1738,0.18141
1739,0.02099
1740,0.0606
1741,0.00511
1742,0.08371
1743,0.02806
1744,0.04682
1745,0.01317
1746,0.28249
1747,0.00761
1748,0.04001
1749,0.00768
1750,0.01905
1751,0.00819
1752,0.00803
1753,0.02134
1754,0.00915
1755,0.09012
1756,0.5767
1757,0.0123
1758,0.01438
1759,0.01515
1760,0.00798
1761,0.01115
1762,0.00656
1763,0.00471
1764,0.01403
1765,0.00421
1766,0.11929
1767,0.39118
1768,0.087
1769,0.00541
1770,0.00864
1771,0.17604
1772,0.00797
1773,0.32471
1774,0.01256
1775,0.00798
1776,0.00523
1777,0.03672
1778,0.03
1779,0.07861
1780,0.00553
1781,0.01884
1782,0.01207
1783,0.03896
1784,0.00899
1785,0.0904
1786,0.00749
1787,0.00469
1788,0.3001
1789,0.00466
1790,0.01807
1791,0.00842
1792,0.06901
1793,0.02019
1794,0.02952
1795,0.04928
1796,0.01754
1797,0.00499
1798,0.03472
1799,0.25979
1800,0.007
1801,0.03262
1802,0.0132
1803,0.00721
1804,0.00466
1805,0.02697
1806,0.08593
1807,0.04818
1808,0.05638
1809,0.00915
1810,0.60401
1811,0.03155
1812,0.02676
1813,0.03257
1814,0.0095
1815,0.04448
1816,0.09129
1817,0.01269
1818,0.01222
1819,0.0171
1820,0.03504
1821,0.0071
1822,0.00493
1823,0.03435
1824,0.0062
1825,0.05355
1826,0.03266
1827,0.01169
1828,0.02158
1829,0.04682
1830,0.02679
1831,0.47187
1832,0.02966
1833,0.0187
1834,0.31379
1835,0.35959
1836,0.05457
1837,0.04643
1838,0.01691
1839,0.11546
1840,0.00931
1841,0.0164
1842,0.00777
1843,0.05399
1844,0.03889
1845,0.01905
1846,0.07442
1847,0.28859
1848,0.01522
1849,0.07576
1850,0.03284
1851,0.00965
1852,0.01426
1853,0.02067
1854,0.01408
1855,0.0725
1856,0.01365
1857,0.00822
1858,0.01273
1859,0.0992
1860,0.03818
1861,0.09117
1862,0.03491
1863,0.49074
1864,0.00819
1865,0.00855
1866,0.07456
1867,0.05584
1868,0.0056
1869,0.00673
1870,0.11392
1871,0.00896
1872,0.03682
1873,0.00599
1874,0.0098
1875,0.26055
